16315,0.1,0.66,-0.04,0.35,0.02,0.03,-0.04,-0.47,0.27,-1.34,0.23,-0.027773,0.35,0.25,0.99,0.16,-0.63,-0.53,-0.16,-0.03,-0.27,-0.21,-0.15,0.14,-0.15,-0.95,0.67,-0.07,0,0.22,-0.32,0.07,-0.14,0.15,-0.08,-0.01,-0.5,-0.016359,-0.09,-0.06
14162,-0.48238,-0.21,-1.16,-0.77,-0.09,-0.49,0.41,-1.31,0.55,-1.5,-0.32,-1.02,-0.28,0.08,-0.47,-1.08,-0.24,-1.78,-1.01,-0.46043,-0.09,-0.36,1.17,-0.3,-0.06,-0.55,-1.27,-0.32,0.45,-0.54,-0.62,-0.66,-0.44993,-0.47634,-0.44426,0.03,-0.45763,-2.06,-0.35,-0.63
19303,1.07,0.9,-1.7,-1.2,0.3,-1.7,0.04,-0.9,0.82,-1.51,-1.15,-1.12,0.81,-1.03,-1.18,-2.14,0.27,-2.22,-1.57,-0.73732,-0.73,-0.83,-0.95,-1.77,-0.43,-1.84,-1.37,0.59,0.62,-1.65,-1.33,-1.56,1.04,-1.53,-1.86,-0.23,-1.28,-2.7,0.31,0.93
14011,1.03,0.67,-0.97,-1.61,0.21,-0.82416,0.18,-0.90056,0.81,-1.32,-1.34,-0.88243,0.57,-0.85438,-1.7,-2.78,0.47,-3.3,-0.87483,-2.39,-1.83,-1.63,-0.97,-1.03,-0.86183,-1.88,-2.25,0.94,0.62,-1.91,-2.42,-1.36,1.14,-2.02,-0.80383,-0.85085,-0.85682,-2.27,0.15,1.05
21309,-0.050264,0.01,0.16,-0.27,0.53,0,-0.42,-0.025735,-0.08,-0.45,0,0.08,-0.057571,-0.01397,-0.06,0.05,-0.57,-0.03,-0.38,-0.08,0.46,0.38,0.26,0.23,0.78,-0.32,0.14,-0.17,0.21,-0.08,-0.1,0.07,0.28,-0.047611,-4.18,0.38,-0.24,-0.62,0.78,0.53
14706,-0.28,-0.36,-0.49,-0.03,0.17,-0.52,-0.23,0.22,-0.12,0.26,0.17,-0.5,-0.2,0.05,0.65,-0.67,-1.02,0,-0.04,-0.47,-0.54,-0.47,0.01,0.02,-0.14,-0.18,0.12,0.54,0.07,-0.12,0.12,0.59,-0.14,0.53,0.01,-0.01,0.48,-0.63,-0.17,0.02
21005,0.09,0.15,-0.66,-0.34,0.19,-0.32,-0.32,0.29,-0.17,-0.56,-0.12,0.23,0.011352,0.35,0.32,-0.46,-0.28,-0.09,-0.29,0.019611,-0.18,0.33,0.18,0.8,0.16,-0.22,-0.08,-0.21,-0.23,-0.54,-0.17,0.22,1,0.59,-0.32,-0.06,0.52,0.63,-0.2,-0.34
18475,0.003976,0.37,0.21,-0.07,0.17,-0.17,-0.09,-0.05,-0.55,-0.16,0.64,0.0069677,0.026392,-0.13,-0.4,0.022743,1.05,-0.26,0.11,0.014225,0.07,0,-0.05,0.09,0.35,-0.65,-0.37,-0.24,0.02,0.07,0.16,-0.19,1.2,-0.51,-0.19,-0.41,0.07,0.03,-0.38,0.25
13907,0.55,-0.06,-0.23,-0.06,-0.62,-0.16,0.37,-0.01,-0.15,-0.27,0.41,-0.08,-0.026988,0.18,0.44,-0.21,0.5,0.23,0,-0.025758,-0.08,-0.06,-0.32,-0.18,0.33,-0.25,0,0.19,0.13,-0.24,-0.4,-0.42,-0.02752,-0.48,-0.21,0.23,-0.023245,-0.39,-0.89,0.5
14224,0.01,-0.92,-0.46,0.61,0.52,-0.83,0.79,-0.51,0.64,0.38,-0.37,-0.26,-0.1533,-0.14836,0.28,-1.13,-0.13198,-0.25,0.16,0.24,0.2,-0.5,-0.33,0,-0.51,0.05,0.18,-0.69,-0.11,-0.04,-0.44,-0.79,-0.13218,-0.1296,-0.27,-0.14407,-0.12456,0.04,-0.5,-0.37
18518,0.31,2.03,-0.41,0.42,0.26,0.81,-0.44,-0.05,0.12,-0.26,0.1,0.58,0.43,0.27,0.35,0.45,-1.01,0.33,0.81,-1.77,-0.49,0.33,0.51,0.63,-0.38,-0.23,0.12,0.37,-0.53,-0.37,0.69,-0.11,0.12,0.57,1.57,0.49,-1.07,-0.83,-0.43,1.42
15875,0.53,1.88,-0.28,0.67,0.27,0.66,-0.47,-0.14,0.33,-0.4,0.25,0.44,0.43,0.29,0.07,0.54,-1.12,-0.01,0.85,0.1467,-0.48,0.24,0.34,0.34,-0.28,-0.51,0.32,0.35,-0.62,-0.08,0.72,0.01,-0.09,-0.23,1.22,0.38,-1.44,-0.82,-0.6,1.67
16293,0.47,1.57,-0.53,-0.32,-0.13,0.36,-0.3,-0.36,-0.15,-0.67,-0.1,-0.71,0.06,-0.097932,0.43,0.33,0.28,-0.32,0.16,-0.11921,-0.75,-0.46,-0.57,0.36,-0.06,-0.85,-0.51,0.2,0.54,-0.42,-0.41,-0.46,-0.62,-0.36,0.19,0.69,-0.23,-1.77,0.57,0.05
17147,1.21,0.68,-0.28,0.27,-0.47,-0.06,0.11,0.69,0.11,-0.62,-0.31,-0.65,-0.38,0.15,-0.03,0.26,0.37,-0.34,0.67,-1.71,0.02,-0.95,-0.34,-0.79,-0.32,-0.28,0.03,-0.44,-0.34,-0.93,-2.24,-2.16,-0.16,-1.22,0.74,0.46,-2.06,-3.79,0,0.6
18327,0.88,1.11,0.12,0.18,0.27,-0.19,-0.06,0.29,0.22,-0.57,0,-0.66,-0.21,0.09,0.53,-0.02,1.13,-0.32,0.42,0.0031011,0.24,-0.09,-0.16,-0.03,0.11,-0.2,0.11,-0.17,-0.28,-0.58,-1.31,-1.35,-0.07,0.04,0.69,0.75,-0.79,-2.08,0.15,1.08
20206,0.84,1.33,0.14,0.21,0.47,0.08,-0.37,0.05,0.37,-0.4,0.45,-0.22,0.1394,0.1,0.05,-0.03,0.97,0.14,0.59,0.11047,0.21,0.14,-0.1,0.22,-0.16,0.27,0.15,0.17,-0.14,0.03,-0.83,-0.59,0.13,-0.21,0.31,-0.08,-0.07,-2.2,0.46,0.66
12869,-0.47,0.72,-1.19,0.62,-0.13,0.06,0.49,-0.43,-0.09,-0.06,-0.25,-1.12,0.87,-0.1,-0.15,0.03,-0.055684,-0.28,0.33,0.55,-1.09,-0.52,0.82,-0.91,-0.17,0.7,-0.11,0.25,0.54,-0.95,-1.7,-1.45,-0.061683,-0.11093,-0.060817,-0.079525,-0.084907,1.49,-0.7,0.91
20311,-0.18,0.77,-0.34,1.35,0.41,0.19,1.76,-0.41,0.93,0.11,0,-1.44,0.8,-0.78,-0.14,0.22,0.95,-0.06,0.69,0.48,-1.14,-0.34,0.85,-1.67,0.21,0.69,0.28,0.9,1.27,-0.81,-0.54,-1.48,0.96,-1.32,1.65,0.66,-1.11,2.45,-0.77,0.75
19385,-0.21,1.11,-0.49,1.25,0.6,0.12,1.4,-0.6,0.45,0,0.29,-1.79,0.68,-1.25,-0.45,0.11,1.31,-0.06,0.53,0.27,-1.36,-0.4,0.87,-1.47,0.23,0.55,0.27,0.97,1.18,-0.68,-0.88,-1.64,0.84,-0.38,1.76,0.73,-0.8,2.51,-0.81,0.63
20387,-0.09,1.18,-0.28,1.37,0.54,0.66,1.49,-0.61,1.28,0.42,-0.11,-1.67,0.89,-0.91,-0.27,0.27,1.46,-0.07,0.72,0.57,-1.44,-0.25,0.96,-1.19,0.33,0.82,0.22,0.81,1.2,-0.77,-0.84,-1.55,1.05,-0.7,1.77,0.75,-0.67,2.39,-1.3,0.59
14253,-0.053823,0.53,-0.55,-0.51,1.14,-0.47,-0.32,-0.071578,-0.65,0.12,-0.32,-0.91,-0.010443,-0.44,0.16,0.24,1.75,-0.2,0.15,-0.04,-0.42,-0.03,-0.06,0.13,-0.15,-0.08,-0.14,0.17,0.19,-0.87,-1.34,-1.4,0.23,-0.4,1.62,0.26,-0.12,1.08,-0.44,0.68
4125,0.13531,0.47,-0.44,1.43,-0.4,-0.14,-0.35,0.63,-0.45,-0.25,1.01,-0.77,0.13538,0.44,-0.7,-0.63,0.61,-0.86,1.94,0.11456,0.23,-0.03,0,-0.7,0.44,-0.32,1.16,1.47,0.07,0.58,-0.02,-0.71,-0.14,-0.24,0.75,0.42,-1.05,0.97,-0.88,1.02
4103,-0.35,-0.5,-0.62,1.92,-0.51,-0.17,-0.24,1.12,-0.36,-0.95,1,-0.76,-0.88,0.24,-0.83,-0.5,0.65,-0.64,2.38,1.28,-0.58,-0.71,-0.04,-0.92,0.95,-0.04,1.36,1.7,0.05,0.64,-0.54,-0.86,-0.36,-0.37,1.1,0.29,-1.58,1.36,0.11142,1.35
16893,-0.74,-0.94,-0.94,2.66,-1.75,-0.01,-0.19,1.25,-0.59,-1.83,1.8,-1.23,-0.057239,-0.073489,-1.66,-1.57,0.45,-1.08,2.9,-0.065841,-1.14,-1.02,-0.57,-1.45,1.09,0.32,2.07,2.33,-0.76,1.29,-1.45,-2.01,-0.57,-0.29,1.69,0.16,-1.27,2.69,-1.18,0.78
15152,-0.59,-0.53,-1.21,2.71,-1.59,0.35,0.12,1.62,-0.12,-2.07,1.86,-1.24,0.15373,0.13264,-1.26,-1.49,0.87,-0.78,3.08,0.14663,-0.85,-0.85,-0.33,-1.23,0.87,0.9,2.38,2.58,-0.48,1.55,-1.43,-1.82,-0.3,0,1.9,0.68,-0.78,2.69,-1.04,1
17677,-0.34,-0.19,-0.72,3.15,-0.99,0.32,-0.03,2.01,0,-1.51,1.99,-0.71,0.27678,-0.89,-1.43,-1.22,0.61,-0.52,3.35,0.26726,-1.18,-0.73,-0.09,-1.48,1.32,0.42,2.35,2.83,-0.29,1.95,-1.13,-1.67,-0.27,-0.09,1.93,0.78,-1.49,3.21,0.26788,0.2768
4102,-0.07,-0.61,-0.14,2.33,-0.15,-0.22,-0.09,1.44,-0.43,-0.95,1.62,-0.4,0.30988,-1.06,-0.62,-0.44,0.9,-0.13,2.98,0.30714,-0.6,-0.23,0.34,-0.51,1.01,1.17,1.76,2.41,-0.56,1.15,-0.6,-1.09,-0.43,-0.17,2.15,0.56,-0.66,1.82,-1.38,1.64
19354,-0.47,0.25,0.14,0.4,0.11,0.3,1.26,-1.79,0.17,0.14,0.22,-0.52,0.13,-0.21,-0.41,0.14,1.45,-0.34,0.24,0.6,-0.46,-0.61,0.27,0.31,-0.44,0.59,0,0.55,0.43,0.01,-0.24,0.82,-1.03,-0.27,0.8,1.07,-0.13,1.21,0.06,0.65
14946,0.37629,-0.09,-0.52,1.18,0.18,0.05,-0.29,0.17,0.66,0.19,-0.09,0.88,0.74,2.34,0.47,-0.18,0.08,1.07,-0.51,0.3,0.01,1.42,0.19,1.64,0.07,-0.07,1.5,0.92,0.55,-0.05,0.91,-0.45,-0.12,0.07,0.64,0.43,0.63,-0.67,-0.28,-0.17
20736,-1.47,-0.32,-1.31,1.06,-0.19,-0.32,0.61,-0.06,0.31,-1.32,-0.22,-0.47,-0.08,1.63,-0.31,-0.59,-0.76,0.16,-0.59,-0.77,-0.39,0.46,0.22,1.41,-0.4,-0.38,1.67,1.01,0.84,-0.89,1.69,0.04,0.45,-0.8,0.87,0.74,0.44,-0.17,-0.35,-0.08
20646,-1.11,-0.54,-1.46,1.15,-0.09,-0.19,0.86,0.08,0.43,-1.1,-0.37,-0.29,0.32,1.88,0.05,0,-0.36,-0.2,-0.36,-0.35,-0.16,0.6,0.37,1.1,-0.47,0.13,1.37,0.61,0.76,-0.77,1.23,0.22,1,-0.97,0.48,0.44,0.48,0.01,-0.17,-0.24
20859,0.088797,-0.25,-0.97,0.92,-0.3,-0.35,0.28,0.12496,-0.27,-0.55,-0.59,-0.46,0.11548,1.79,0.29,-0.47,0.91,-0.19,-0.67,0.13001,-0.2,0.6,0.25,1.56,0.12022,0.06,0.79,0.39,0.52,-0.92,0.97,0.1,0.28,-0.47,0.35,0.6,0.52,-0.41,-0.33,-0.22
21055,-0.033001,-0.4,-0.76,0.41,-0.32,-0.48,0.54,-0.3,-0.02,-0.31,0.01,-0.94,-0.0052123,1.29,0.02,-0.39,-0.04,-0.4,-0.61,-0.0042756,0.0039572,0.5,0.09,1.53,0.14,-0.46,1.14,0.34,0.34,-1.05,0.43,0.02,0.4,-2.26,0.02,0.44,0.11,-0.62,0.3,0.1
13593,0.019969,-0.45,-1.31,0.43,-0.18,-0.36,0.15,0.18,-0.33,0.22,-0.01,0.24,-0.02,0.73,0.79,-0.16,-1.2,-0.23,-0.13,0.036946,-0.42,-0.19,0.72,0,1.45,-0.18,0.53,0.35,0.57,-0.23,-0.19,0.54,-0.15,-1.49,0.07,0.1,0.12,0.51,-0.08,-0.18
15517,-0.4,-0.46,-0.4,-0.37,-0.35,-0.1,-0.24,-0.74,0.4,-0.99,-0.22,-1.08,-0.52,0.14,-0.58,0,-2.18,-0.44,-0.11,-0.6,-0.37,0.27,0.11,0.33,-0.52,-0.63,0.9,0.46,0.1,0.26,0.23,0.55,-0.16,0.46,1.27,0.52,0.17,-0.59,0.28,0.33
21119,-0.37,0.26,0.15,-0.27,0.46,-0.26,0.06,0,-0.14,0.54,0.1,-0.77,0.49,-0.08,-0.35,0.31,0.65,-0.14,0.24,0.05,-0.18,-0.14,-0.33,0.46,-0.1,-0.55,-0.32,-0.06,-0.77,-0.04,-0.29,0.16,0.2,-0.06,-0.01,-0.47,-0.44,-0.1,0.18,0.29
16318,0.11,0.36,0.34,-0.09,0.39,-0.07,-0.3,-1.43,0.2,0.16,0.46,-0.4,0.55,-0.55,0.28,1.22,0.9,-0.78,0.2,-0.26,-0.3,-0.41,-0.47,0,-0.38,0.15,-0.39,0.27,-0.61,-0.01,-0.38,0.46,-1.11,-0.29,0.2,-0.71,-1.08,-0.32,0.18,-0.71
21181,0.3,0,-0.39,0.53,0.51,0.29,-0.79,-0.22,0.44,-0.59,0.22,-0.45,0.021621,-0.05,-0.34,0.54,1.54,-0.41,0.51,0.0079803,-0.3,-0.36,0.02,-0.07,0.012452,-0.32,-0.29,-0.02,0.7,-0.17,0.015657,-0.32,-0.22,-0.55,-0.55,-0.22,0.010176,0.66,0.018749,0.14
21511,-0.11422,-0.05,-1.07,-0.13,0.13,0.13,-0.72,-0.06,0.41,-0.59,0.11,0,0.84,0.76,-0.15,0.38,-0.11154,-0.37,0.44,-0.11491,-0.2,-0.17,0.28,-0.37,0.1,-0.5,-0.12,0.06,0.78,-0.27,-1.04,-0.12,-0.58,-1.25,-0.56,-0.8,-0.47,0.65,-0.42,-0.4
21435,-0.04865,-0.27,-0.11,-0.82,-0.32,-0.2,-0.13,-0.06258,0.36,0.15,0.68,-0.38,0.34,0.53,-0.34,-0.18,0.43,-0.54,-0.05,-0.036975,-0.037083,-0.12,-0.26,-0.22,-0.021183,-0.92,-0.73,0.56,0.21,0.05,-0.55,-0.55,-0.76,-2.39,0.62,0.22,-0.99,1.21,1.61,1.68
21220,0.02,-0.28,-0.14,-0.55,-0.86,-0.14,-0.2,-0.73,-0.15,0.27,0.5,0.14,0.73,0.53,-0.21,-0.17,0.66,-0.79,-0.05,-1.18,-0.22,0,0.2,-0.43,-0.36,-0.06,-0.81,0.34,0.25,0.37,-0.57,-0.25,-0.49,-1.37,0.65,0.32,-0.16,1.06,-0.01,1.43
20982,0.02,0.48,0.05,0.24,0.02,0.19,0.46,0.04,-0.17,-0.81,0.62,-0.33,0.39,-0.05,-0.18,0.08,0.53,-0.11,0.32,-0.63,-0.42,-0.28,0,0.12,0.02,0.19,0.11,-0.19,0.19,0.17,-0.02,-0.6,0.13,-0.16,0.11,-0.05,0.64,1.11,-0.34,-0.08
13617,-0.14,0,-0.75,0,-0.9,0.16,0.1,-0.5,-1.07,-1.44,-0.23,-0.34,-0.45,-0.5,-0.48,-0.5,0.22,0.58,0.61,-0.05,-0.55,-1.09,-0.29962,-0.18,-0.62,0.19,-0.03,0.33,-0.02,-0.61,-0.62,-0.57,-1.41,-2.41,-0.51,0.1,0.11,1.39,-1.02,0.77
20603,0,0.65,0.15,0.28,0.46,0.1,-0.52,-1.34,0.24,-0.66,-0.2,-0.073109,0.9,0.09,-0.26,0.17,0.52,0.64,0.12,-0.43,0.11,-0.45,0.04,-0.68,0.67,0.21,-0.74,-1.07,-0.17,-0.72,-0.65,-0.64,-0.85,-0.65,1.63,-0.31,-1.47,0.72,-0.29,0.94
16065,0.07,0.51,0.28,0.16,0.27,0.06,-0.43,-0.4,0.16,-0.58,-0.12,-0.43,0.032529,0.58,0,0.4,0.04,0.31,0.16,-0.5,0.23,-0.21,-0.14,-0.32,0.15,0.23,-0.11,-0.52,-0.22,-0.16,-0.26,-0.09,-0.35,-0.63,0.97,-0.22,-0.66,0.68,0.15,0.43
14038,0.2732,-0.41,-0.28,0.26559,1.34,0.73,0.57,-0.59,-0.19,0.2,-0.53,0.56,0.29144,-0.36,1.02,0.96,1.9,-0.11,0.99,0.38,0.63,0.09,0.24,0.97,0.3,0.54,-0.27,-0.07,0.27,-0.09,0.5,0.46,0.28948,-0.52,0.11,0.38,-0.28,0.57,-0.05,0.04
16113,0.25,1.25,0.72,0.09,0.38,0.33,-0.14,-0.23,-0.21,-0.25,0.88,0.56,1.41,0.63,0.87,0.84,1.47,-0.12,1,-0.14,0,0.06,-0.31,0.1,1.39,0,-0.65,0.36,0.76,0,1.64,-0.08,-0.15,-0.26,0.41,0.24,-0.84,2.22,-0.27,0.22
16036,-0.35,1.83,-0.47,-0.47,-0.15,1.64,-0.17,-0.31,0.12,-0.31,1.05,0.1,1.24,1.16,1.06,3.51,3.65,-0.09,2.72,-0.51,0.42,0.89,0.71,0.34,0.01,0.73,-0.63,0.13,-0.07,-0.38,0.04,-0.3,0,-0.22,2.44,2.52,0.64,2,0.64,0.66
14777,0.05,1.15,-0.16,0.13,0.16,0.08,0.13,-0.81,-0.54,-1.61,-0.02,0.089079,-0.28,-0.3,0.75,-0.3,1.46,0.74,0.05,-0.91,-0.19,-0.63,0,1.08,-0.42,-0.41,0.67,-0.28,0.32,0.23,1.41,-0.66,-0.04,-1.01,0.51,0.94,-0.24,2.68,0.29,0.35
19314,-0.21,1.81,-0.12,0.08,0.4,0.16,-0.84,-1.07,-0.47,-1.55,-0.37,-0.94,0.3,-0.98,0.77,-0.23,2.46,0.52,0.64,-0.78,0.19,-0.29,0.88,1.8,-0.18,0.47,0.64,-1.03,0.25,0.57,1.89,-1.12,0.26,-1,1.32,1.65,-1.12,2.68,-0.54,0.08
15635,0.18,1.78,0,0.7,1.09,0.89,-0.52,-1.48,0.19,-1.76,0.66,-0.15,1.19,-0.2,0.23,0.77,0.34134,-0.68,0.73,-0.14,0.62,-0.16,0.23,3.12,0.31,0.35,0.81,-0.13,1.91,0.6,2.22,-0.37,0.26,-1.87,0.34,-0.24,-0.81,0.43,1.59,-0.31
17330,0.14,1.43,0.11,0.61,1.48,0.73,-0.41,-1.48,0.34,-1.48,0.84,-0.4,0.83,0.17,0.77,0.62,1.19,-0.86,0.65,-0.12,0.53,-0.38,0.04,2.94,0.45,0.34,0.69,-0.41,1.71,0.54,2.2,-0.59,0.35,-0.61,0.42,0.4,-0.69,0.17,1.28,-0.54
18443,-0.077418,1.02,-0.65,-0.078084,-0.66,0.98,-0.13,-0.099558,-0.09,-0.41,-0.04,-0.085285,-0.053883,-0.4,-0.94,-0.063756,0.86,-0.084613,-0.070552,-0.076442,-0.41,-0.91,0.41,0.44,-0.39,-0.6,-0.13,0.01,0.16,-0.45,-0.41,-0.27,0.06,0.12,0.33,0.44,-1.08,-1.24,0.17,1.04
16625,0,1.02,0.5,-0.14,-0.09,1.5,0.36,-1.27,-0.23,0,0.24,-0.92,0.33,-0.27,-0.33,-0.31,2.09,0.44,0.22,0.22,-0.03,-0.22,0.87,1.86,-0.24,-0.53,0.05,-0.25,0.25,-0.4,-0.02,0.14,0.27,0.6,0.51,0.73,-0.5,-1.15,-0.03,1.46
19348,-1.39,0.4,-0.63,0.82,-0.06,1.61,2.73,-2.33,0.73,-0.28,1.1,-0.2,1.03,-1.15,-0.85,1.1,2.91,-0.46,1.14,0.77,0.69,1.1,2.23,0.97,-0.59,2.12,0.52,1.27,1.54,1.7,1.83,2.1,2.8,-1.08,0.76,1.99,-0.44,3.03,0.88,0
19307,-1.28,0.43,0.38,0.54,-0.28,0.46,1.12,-1.49,0.14,-0.86,0.45,-0.56,0.36,-0.44,-1.25,0.05,1.88,0.21,0.7,-0.03,0.68,0.64,1.17,0.87,-0.21,0.9,-0.26,1.05,1.18,0.42,1.14,0.87,1.38,-1.36,0.35,0.88,0.3,1.29,0.23,-0.02
19309,0.21571,0.22,0.47,0.34,0.44,0.12,0.51,0.2254,-0.16,-0.96,-0.2,-0.42,0.2441,0.11,-1.29,-0.65,1.45,0.56,0.36,0,0.68,0.55,0.78,0.6,-0.08,0.67,-0.39,0.82,1.14,-0.11,0.54,-0.26,0.72,-1.04,0.63,0.75,0.49,0.4,0.22,-0.02
19263,-0.98,-0.19,0.38,0.71,0.32,-0.44,0.1,-1.6,-0.2,-1.04,0.12,0.41,0.96,0.35,-0.41,-0.34,2.08,-0.5,-0.65,1.75,0.63,0.44,0.95,-0.47,1.13,1.15,0.03,0.27,-0.48,-0.08,-1.35,0.49,-0.41,-0.71,0.83,2.26,0.74,-0.32,0.67,1.11
14671,-0.95,0.77,0,-0.54,1.13,1.03,-0.53,0.082294,0.33,-1.43,0.11,0.58,0.46,0.66,-1.21,0.2,0.24,-0.6,-0.15,0.66,-0.39,-0.1,0.99,-0.82,0.4,0.58,-0.12,-0.72,1.12,-0.72,-0.99,0.69,-0.02,-0.6,0.51,1.08,0.11892,0.83,0.65,0.64
16947,-1.32,0.44,0.59,0.83,0.22,0.62,0.98,-1.91,0.44,0.31,0.33,0.2,0.85,1.11,-1.45,0.68,2.73,-1.25,0.68,-0.15,0.31,0.07,1.66,-0.48,0.62,0.84,0.32,0,1.29,0.06,1.19,-0.8,0.95,-0.79,0.87,0.88,-1.11,1.72,-0.69,0.25
